JobTitel,CompanyName,Skills
Intermediate Laravel Developer,Confidential -,Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · laravel · Information Technology (IT) · Computer Science · Software Development · Software · MySQL · HTML
DevOps Team Lead,Trufla -,Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux
Cloud Administrator (Azure /Oracle),Confidential -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Active Directory · Azure · Cloud · DNS · Docker · Information Technology (IT) · System Administration · Installation
Senior Backend Engineer - Java,WorkMotion -,Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · engineer · Java · Spring · Spring Boot · Software engineer · Software Development · Back-End Development
Symfony Shopware Developer (Remote),Remote Platz -,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Computer Science · Information Technology (IT) · PHP · Symfony · Magento · Docker · Development
Backend Team Lead (Java),Confidential -,Full TimeManager · 8 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · coding · Computer Science · Design · Engineering · Information Technology (IT) · Java · Lead · Software
Devops Engineer,Yeshtery -,Full TimePart TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cloud · Jenkins · Docker · DevOps · CI/CD · Computer Science · Information Technology (IT) · Kubernetes
Backend Developer (PHP - Laravel),Dafa -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · Computer Science · Information Technology (IT) · MySQL · PHP · Programming · Software Development · Web Development
Senior Backend Engineer,LxT -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Python · Programming · Software Development · Testing · Agile · AWS Cloud · Flask
Senior ASP.Net Developer (Remotely),Confidential -,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Information Technology (IT) · ASP.NET · ASP · .NET · MVC · Web API
Development Manager-Java,LINK Development -,Full TimeManager · 10 - 13 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Engineering · Agile · Computer Science · Engineering · Docker · Spring · Angular
Senior Cloud Engineer,Dimensions Cloud -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · Engineering · Computer Science · IT · Service · Management
DevOps Engineer Team Leader,Confidential -,Full TimeManager · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Startup · Software Engineering · Engineering · Software Development · DevOps · AWS · Docker · Varnish
Senior PHP Developer (Laravel With MongoDB & MySQL),Media Pan arab -,Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Javascript · Laravel · Cross Platform Mobile Applications · Web Developer · Information Technology (IT) · Computer Science · Software Development
Senior Devops Engineer,UnitLabs -,Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cloud · AWS · MongoDB · Software Development · Computer Science · Engineering · HTTP · Information Technology (IT)
Senior Data Engineer | Tableau Is A Must,Fatura  -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Big Data · Python · Tableau · Data Modeling · Google BigQuery · SQL · Git · Apache Hadoop
Senior SW Backend Engineer | Node.JS,Fatura  -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MongoDP · NodeJS · JavaScript · AWS · RESTful APIs · Microsoft Azure · NoSQL Database · SQL
Full Stack Developer,Confidential -,Full TimeExperienced · 5 - 10 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · CSS · HTML · Information Technology (IT) · JavaScript · jQuery
DevOps Engineer Team Leader,Confidential -,Full TimeManager · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Startup · Software Engineering · Engineering · Software Development · DevOps · AWS · Docker · Varnish
Senior Software Developer - Backend,Optasia -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Development · Java · Back End · NoSQL · spring Framework · Information Technology (IT) · MongoDB · Computer Science
Senior Ruby on Rails Developer,FlairsTech -,Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ruby on Rails · Apollo · CSS · React · HTML · Js · vue2 · MongoDB
"Back-End Developer (NodeJS, Typescript)",qpix -,Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MongoDB · Node.JS · Typescript · Information Technology (IT) · Computer Science · Software · Software Development · javaScript
Node Developer,More -,Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Computer Science · Git · React · APIs · REST · javaScript
PHP Symfony Backend Developer - Remote,Smart Solutions Egypt -,Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Backend developer · Symfony · PHP · MongoDB · Agile · Information Technology (IT) · Software Development · Telecom Engineering
Senior DevOps Engineer - Cairo,Confidential -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Startup · Software Engineering · Engineering · Software Development · DevOps · AWS · Docker · Varnish
Node JS Developer,Premier Services and Recruitment -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · developer · Information Technology (IT) · JavaScript · Js · node · Node Js · Software Development
Full Stack Python Developer,El Geel El Rakamy -,Full TimePart TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · MongoDB · Python · HTML5 · Git · CSS3 · Computer Science · Software Development · REST · JavaScript
Software/Data Engineer,Confidential -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Information Technology (IT) · Computer Science · Engineering · English · Java · MongoDB · Programming
